time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
-0.002509,0.019122,-0.024640,0.003141
0.007531,-0.018174,-0.021310,0.001985
0.017541,-0.004320,-0.022428,0.003087
0.027581,-0.008578,-0.019200,0.000954
0.037591,-0.001123,-0.022438,0.003095
0.047631,-0.003257,-0.023499,0.003084
0.057671,-0.014982,-0.023456,0.001984
0.067681,0.001002,-0.024576,0.002023
0.077721,-0.014971,-0.019184,0.002004
0.087731,0.005272,-0.022459,0.003113
0.097771,-0.010718,-0.023475,0.003064
0.107781,-0.009658,-0.024536,0.000925
0.117821,-0.007512,-0.019204,0.000957
0.127831,-0.008583,-0.021336,0.000944
0.137872,0.004202,-0.023518,0.002037
0.147881,-0.013908,-0.021334,0.004133
0.157922,-0.002194,-0.024571,0.003082
0.167962,-0.013909,-0.020251,0.000934
0.177972,-0.000051,-0.020306,0.003108
0.188012,-0.004322,-0.022423,0.002018
0.198022,-0.010716,-0.022402,0.002001
0.208062,-0.002187,-0.021362,0.002029
0.218072,-0.006450,-0.020270,-0.000114
0.228112,0.004205,-0.022450,0.002042
0.238118,-0.017114,-0.023449,0.001978
0.248158,-0.002191,-0.023503,0.003087
0.258198,-0.010708,-0.019198,0.002016
0.268208,-0.002186,-0.020289,0.000966
0.278248,-0.002184,-0.020294,0.002034
0.288258,-0.010713,-0.021334,0.002006
0.298298,-0.006457,-0.024557,0.003071
0.308308,-0.014980,-0.021310,-0.000142
0.318348,0.002075,-0.022449,0.003104
0.328358,-0.008587,-0.024555,0.004133
0.338399,-0.011779,-0.022409,0.004134
0.348408,-0.005387,-0.022419,0.002015
0.358449,-0.007514,-0.021349,0.003083
0.368489,-0.000055,-0.021369,0.002035
0.378499,-0.010727,-0.025601,0.000917
0.388539,-0.008586,-0.023482,0.003070
0.398549,-0.006444,-0.019212,0.002028
0.408589,-0.001124,-0.022433,0.002027
0.418599,-0.005393,-0.024555,0.002005
0.428639,-0.014978,-0.022393,0.003057
0.438649,0.001002,-0.025654,0.004154
0.448689,-0.013905,-0.019188,0.002007
0.458699,0.007402,-0.022461,0.002051
0.468739,-0.016048,-0.023453,0.001981
0.478779,-0.006454,-0.023489,0.003076
0.488789,-0.010710,-0.020266,0.002011
0.498829,-0.006453,-0.022416,0.002013
0.508839,0.002075,-0.022449,0.003104
0.518879,-0.009642,-0.019202,0.002019
0.528889,-0.004324,-0.023491,0.002013
0.538930,-0.010712,-0.020261,0.000943
