Date,Time,Current (dB-A),Max (dB-A), Average (dB-A)
Apr 12, 2018,8:38:32 PM,44,0,44
Apr 12, 2018,8:38:32 PM,42,42,43
Apr 12, 2018,8:38:32 PM,42,42,42
Apr 12, 2018,8:38:33 PM,46,46,43
Apr 12, 2018,8:38:33 PM,63,63,47
Apr 12, 2018,8:38:33 PM,84,84,53
Apr 12, 2018,8:38:33 PM,70,84,55
Apr 12, 2018,8:38:33 PM,59,84,56
Apr 12, 2018,8:38:34 PM,55,84,56
Apr 12, 2018,8:38:34 PM,52,84,55
Apr 12, 2018,8:38:34 PM,64,84,56
Apr 12, 2018,8:38:34 PM,77,84,58
Apr 12, 2018,8:38:34 PM,54,84,57
Apr 12, 2018,8:38:35 PM,46,84,57
Apr 12, 2018,8:38:35 PM,57,84,57
Apr 12, 2018,8:38:35 PM,64,84,57
Apr 12, 2018,8:38:35 PM,70,84,58
Apr 12, 2018,8:38:35 PM,71,84,58
Apr 12, 2018,8:38:36 PM,56,84,58
Apr 12, 2018,8:38:36 PM,53,84,58
Apr 12, 2018,8:38:36 PM,56,84,58
Apr 12, 2018,8:38:36 PM,62,84,58
Apr 12, 2018,8:38:36 PM,57,84,58
Apr 12, 2018,8:38:37 PM,52,84,58
Apr 12, 2018,8:38:37 PM,50,84,57
Apr 12, 2018,8:38:37 PM,50,84,57
Apr 12, 2018,8:38:37 PM,54,84,57
Apr 12, 2018,8:38:37 PM,75,84,58
Apr 12, 2018,8:38:38 PM,94,94,59
Apr 12, 2018,8:38:38 PM,94,94,60
Apr 12, 2018,8:38:38 PM,86,94,61
Apr 12, 2018,8:38:38 PM,94,94,62
Apr 12, 2018,8:38:38 PM,102,102,63
Apr 12, 2018,8:38:39 PM,99,102,64
Apr 12, 2018,8:38:39 PM,102,102,65
Apr 12, 2018,8:38:39 PM,102,102,66
Apr 12, 2018,8:38:39 PM,94,102,67
Apr 12, 2018,8:38:39 PM,66,102,67
Apr 12, 2018,8:38:40 PM,63,102,67
Apr 12, 2018,8:38:40 PM,74,102,67
Apr 12, 2018,8:38:40 PM,74,102,67
Apr 12, 2018,8:38:40 PM,64,102,67
Apr 12, 2018,8:38:40 PM,60,102,67
Apr 12, 2018,8:38:41 PM,75,102,67
Apr 12, 2018,8:38:41 PM,92,102,68
Apr 12, 2018,8:38:41 PM,92,102,68
Apr 12, 2018,8:38:41 PM,92,102,69
Apr 12, 2018,8:38:41 PM,83,102,69
Apr 12, 2018,8:38:42 PM,90,102,69
Apr 12, 2018,8:38:42 PM,108,108,70
Apr 12, 2018,8:38:42 PM,83,108,70
Apr 12, 2018,8:38:42 PM,77,108,70
Apr 12, 2018,8:38:42 PM,77,108,70
Apr 12, 2018,8:38:43 PM,78,108,71
Apr 12, 2018,8:38:43 PM,90,108,71
Apr 12, 2018,8:38:43 PM,90,108,71
Apr 12, 2018,8:38:43 PM,78,108,71
Apr 12, 2018,8:38:43 PM,65,108,71
Apr 12, 2018,8:38:44 PM,69,108,71
Apr 12, 2018,8:38:44 PM,77,108,71
Apr 12, 2018,8:38:44 PM,75,108,71
Apr 12, 2018,8:38:44 PM,71,108,71
Apr 12, 2018,8:38:44 PM,63,108,71
Apr 12, 2018,8:38:45 PM,70,108,71
Apr 12, 2018,8:38:45 PM,88,108,71
Apr 12, 2018,8:38:45 PM,99,108,72
Apr 12, 2018,8:38:45 PM,94,108,72
Apr 12, 2018,8:38:45 PM,99,108,73
Apr 12, 2018,8:38:46 PM,94,108,73
Apr 12, 2018,8:38:46 PM,81,108,73
Apr 12, 2018,8:38:46 PM,78,108,73
Apr 12, 2018,8:38:46 PM,74,108,73
Apr 12, 2018,8:38:46 PM,71,108,73
Apr 12, 2018,8:38:47 PM,61,108,73
Apr 12, 2018,8:38:47 PM,59,108,73
Apr 12, 2018,8:38:47 PM,73,108,73
Apr 12, 2018,8:38:47 PM,90,108,73
Apr 12, 2018,8:38:47 PM,92,108,73
Apr 12, 2018,8:38:48 PM,94,108,73
Apr 12, 2018,8:38:48 PM,84,108,73
Apr 12, 2018,8:38:48 PM,63,108,73
Apr 12, 2018,8:38:48 PM,54,108,73
Apr 12, 2018,8:38:48 PM,53,108,73
Apr 12, 2018,8:38:49 PM,57,108,73
Apr 12, 2018,8:38:49 PM,74,108,73
Apr 12, 2018,8:38:49 PM,84,108,73
Apr 12, 2018,8:38:49 PM,96,108,73
Apr 12, 2018,8:38:49 PM,102,108,73
Apr 12, 2018,8:38:50 PM,77,108,73
Apr 12, 2018,8:38:50 PM,71,108,73
Apr 12, 2018,8:38:50 PM,90,108,74
Apr 12, 2018,8:38:50 PM,90,108,74
Apr 12, 2018,8:38:50 PM,92,108,74
Apr 12, 2018,8:38:51 PM,102,108,74
Apr 12, 2018,8:38:51 PM,71,108,74
Apr 12, 2018,8:38:51 PM,62,108,74
Apr 12, 2018,8:38:51 PM,66,108,74
Apr 12, 2018,8:38:51 PM,69,108,74
Apr 12, 2018,8:38:52 PM,66,108,74
Apr 12, 2018,8:38:52 PM,61,108,74
Apr 12, 2018,8:38:52 PM,57,108,74
Apr 12, 2018,8:38:52 PM,59,108,73
Apr 12, 2018,8:38:52 PM,71,108,73
Apr 12, 2018,8:38:53 PM,86,108,73
Apr 12, 2018,8:38:53 PM,90,108,74
Apr 12, 2018,8:38:53 PM,90,108,74
Apr 12, 2018,8:38:53 PM,96,108,74
Apr 12, 2018,8:38:53 PM,75,108,74
Apr 12, 2018,8:38:54 PM,68,108,74
Apr 12, 2018,8:38:54 PM,74,108,74
Apr 12, 2018,8:38:54 PM,71,108,74
Apr 12, 2018,8:38:54 PM,70,108,74
Apr 12, 2018,8:38:54 PM,66,108,74
Apr 12, 2018,8:38:55 PM,66,108,74
Apr 12, 2018,8:38:55 PM,62,108,74
Apr 12, 2018,8:38:55 PM,66,108,74
Apr 12, 2018,8:38:55 PM,77,108,74
Apr 12, 2018,8:38:55 PM,83,108,74
Apr 12, 2018,8:38:56 PM,83,108,74
Apr 12, 2018,8:38:56 PM,81,108,74
Apr 12, 2018,8:38:56 PM,84,108,74
Apr 12, 2018,8:38:56 PM,83,108,74
