Date,Time,Current (dB-A),Max (dB-A), Average (dB-A)
Apr 12, 2018,9:22:56 PM,53,0,53
Apr 12, 2018,9:22:56 PM,49,49,51
Apr 12, 2018,9:22:56 PM,46,49,49
Apr 12, 2018,9:22:56 PM,46,49,48
Apr 12, 2018,9:22:56 PM,46,49,48
Apr 12, 2018,9:22:57 PM,46,49,47
Apr 12, 2018,9:22:57 PM,48,49,47
Apr 12, 2018,9:22:57 PM,56,56,48
Apr 12, 2018,9:22:57 PM,86,86,52
Apr 12, 2018,9:22:57 PM,99,99,57
Apr 12, 2018,9:22:58 PM,99,99,61
Apr 12, 2018,9:22:58 PM,105,105,64
Apr 12, 2018,9:22:58 PM,108,108,68
Apr 12, 2018,9:22:58 PM,108,108,71
Apr 12, 2018,9:22:58 PM,111,111,73
Apr 12, 2018,9:22:59 PM,115,115,76
Apr 12, 2018,9:22:59 PM,111,115,78
Apr 12, 2018,9:22:59 PM,105,115,79
Apr 12, 2018,9:22:59 PM,111,115,81
Apr 12, 2018,9:22:59 PM,94,115,82
Apr 12, 2018,9:23:00 PM,68,115,81
Apr 12, 2018,9:23:00 PM,57,115,80
Apr 12, 2018,9:23:00 PM,63,115,79
Apr 12, 2018,9:23:00 PM,75,115,79
Apr 12, 2018,9:23:00 PM,73,115,79
Apr 12, 2018,9:23:01 PM,81,115,79
Apr 12, 2018,9:23:01 PM,108,115,80
Apr 12, 2018,9:23:01 PM,84,115,80
Apr 12, 2018,9:23:01 PM,71,115,80
Apr 12, 2018,9:23:01 PM,66,115,79
Apr 12, 2018,9:23:02 PM,74,115,79
Apr 12, 2018,9:23:02 PM,78,115,79
Apr 12, 2018,9:23:02 PM,73,115,79
Apr 12, 2018,9:23:02 PM,75,115,79
Apr 12, 2018,9:23:02 PM,79,115,79
Apr 12, 2018,9:23:03 PM,66,115,78
Apr 12, 2018,9:23:03 PM,74,115,78
Apr 12, 2018,9:23:03 PM,94,115,78
Apr 12, 2018,9:23:03 PM,96,115,79
Apr 12, 2018,9:23:03 PM,105,115,80
Apr 12, 2018,9:23:04 PM,77,115,79
Apr 12, 2018,9:23:04 PM,68,115,79
Apr 12, 2018,9:23:04 PM,71,115,79
Apr 12, 2018,9:23:04 PM,75,115,79
Apr 12, 2018,9:23:04 PM,81,115,79
Apr 12, 2018,9:23:05 PM,74,115,79
Apr 12, 2018,9:23:05 PM,78,115,79
Apr 12, 2018,9:23:05 PM,88,115,79
Apr 12, 2018,9:23:05 PM,66,115,79
Apr 12, 2018,9:23:05 PM,59,115,78
Apr 12, 2018,9:23:06 PM,57,115,78
Apr 12, 2018,9:23:06 PM,75,115,78
Apr 12, 2018,9:23:06 PM,105,115,78
Apr 12, 2018,9:23:06 PM,115,115,79
Apr 12, 2018,9:23:06 PM,102,115,79
Apr 12, 2018,9:23:07 PM,102,115,80
Apr 12, 2018,9:23:07 PM,96,115,80
Apr 12, 2018,9:23:07 PM,99,115,80
Apr 12, 2018,9:23:07 PM,81,115,80
Apr 12, 2018,9:23:07 PM,64,115,80
Apr 12, 2018,9:23:08 PM,59,115,80
Apr 12, 2018,9:23:08 PM,66,115,80
Apr 12, 2018,9:23:08 PM,90,115,80
Apr 12, 2018,9:23:08 PM,75,115,80
Apr 12, 2018,9:23:08 PM,70,115,79
Apr 12, 2018,9:23:09 PM,70,115,79
Apr 12, 2018,9:23:09 PM,62,115,79
Apr 12, 2018,9:23:09 PM,69,115,79
Apr 12, 2018,9:23:09 PM,68,115,79
Apr 12, 2018,9:23:09 PM,59,115,78
Apr 12, 2018,9:23:10 PM,73,115,78
Apr 12, 2018,9:23:10 PM,108,115,79
Apr 12, 2018,9:23:10 PM,102,115,79
Apr 12, 2018,9:23:10 PM,90,115,79
Apr 12, 2018,9:23:10 PM,84,115,79
Apr 12, 2018,9:23:11 PM,86,115,79
Apr 12, 2018,9:23:11 PM,83,115,79
Apr 12, 2018,9:23:11 PM,68,115,79
Apr 12, 2018,9:23:11 PM,59,115,79
Apr 12, 2018,9:23:11 PM,57,115,79
Apr 12, 2018,9:23:12 PM,62,115,78
Apr 12, 2018,9:23:12 PM,71,115,78
Apr 12, 2018,9:23:12 PM,66,115,78
Apr 12, 2018,9:23:12 PM,70,115,78
Apr 12, 2018,9:23:12 PM,74,115,78
Apr 12, 2018,9:23:13 PM,71,115,78
Apr 12, 2018,9:23:13 PM,88,115,78
Apr 12, 2018,9:23:13 PM,92,115,78
Apr 12, 2018,9:23:13 PM,90,115,78
Apr 12, 2018,9:23:13 PM,74,115,78
Apr 12, 2018,9:23:14 PM,63,115,78
Apr 12, 2018,9:23:14 PM,68,115,78
Apr 12, 2018,9:23:14 PM,77,115,78
Apr 12, 2018,9:23:14 PM,64,115,78
Apr 12, 2018,9:23:14 PM,54,115,78
Apr 12, 2018,9:23:15 PM,52,115,77
Apr 12, 2018,9:23:15 PM,57,115,77
Apr 12, 2018,9:23:15 PM,79,115,77
Apr 12, 2018,9:23:15 PM,90,115,77
Apr 12, 2018,9:23:15 PM,88,115,77
Apr 12, 2018,9:23:16 PM,88,115,77
Apr 12, 2018,9:23:16 PM,88,115,78
Apr 12, 2018,9:23:16 PM,88,115,78
Apr 12, 2018,9:23:16 PM,88,115,78
Apr 12, 2018,9:23:16 PM,88,115,78
Apr 12, 2018,9:23:17 PM,88,115,78
Apr 12, 2018,9:23:17 PM,88,115,78
Apr 12, 2018,9:23:17 PM,88,115,78
Apr 12, 2018,9:23:17 PM,88,115,78
Apr 12, 2018,9:23:17 PM,88,115,78
Apr 12, 2018,9:23:18 PM,88,115,78
Apr 12, 2018,9:23:18 PM,88,115,78
Apr 12, 2018,9:23:18 PM,88,115,79
Apr 12, 2018,9:23:18 PM,88,115,79
Apr 12, 2018,9:23:18 PM,88,115,79
Apr 12, 2018,9:23:19 PM,88,115,79
Apr 12, 2018,9:23:19 PM,90,115,79
Apr 12, 2018,9:23:19 PM,73,115,79
Apr 12, 2018,9:23:19 PM,64,115,79
Apr 12, 2018,9:23:19 PM,64,115,79
Apr 12, 2018,9:23:20 PM,65,115,78
Apr 12, 2018,9:23:20 PM,77,115,78
Apr 12, 2018,9:23:20 PM,92,115,78
Apr 12, 2018,9:23:20 PM,90,115,79
Apr 12, 2018,9:23:20 PM,84,115,79
Apr 12, 2018,9:23:21 PM,68,115,79
Apr 12, 2018,9:23:21 PM,62,115,78
Apr 12, 2018,9:23:21 PM,61,115,78
Apr 12, 2018,9:23:21 PM,59,115,78
Apr 12, 2018,9:23:21 PM,56,115,78
Apr 12, 2018,9:23:22 PM,55,115,78
Apr 12, 2018,9:23:22 PM,55,115,78
Apr 12, 2018,9:23:22 PM,55,115,77
Apr 12, 2018,9:23:22 PM,55,115,77
Apr 12, 2018,9:23:22 PM,54,115,77
Apr 12, 2018,9:23:23 PM,53,115,77
Apr 12, 2018,9:23:23 PM,53,115,77
Apr 12, 2018,9:23:23 PM,57,115,77
Apr 12, 2018,9:23:23 PM,78,115,77
Apr 12, 2018,9:23:23 PM,102,115,77
Apr 12, 2018,9:23:24 PM,108,115,77
Apr 12, 2018,9:23:24 PM,108,115,77
Apr 12, 2018,9:23:24 PM,92,115,77
Apr 12, 2018,9:23:24 PM,64,115,77
Apr 12, 2018,9:23:24 PM,50,115,77
Apr 12, 2018,9:23:25 PM,51,115,77
Apr 12, 2018,9:23:25 PM,50,115,77
Apr 12, 2018,9:23:25 PM,49,115,76
Apr 12, 2018,9:23:25 PM,50,115,76
Apr 12, 2018,9:23:25 PM,50,115,76
Apr 12, 2018,9:23:26 PM,57,115,76
Apr 12, 2018,9:23:26 PM,83,115,76
Apr 12, 2018,9:23:26 PM,75,115,76
Apr 12, 2018,9:23:26 PM,60,115,76
Apr 12, 2018,9:23:26 PM,68,115,76
Apr 12, 2018,9:23:27 PM,77,115,76
Apr 12, 2018,9:23:27 PM,81,115,76
Apr 12, 2018,9:23:27 PM,81,115,76
Apr 12, 2018,9:23:27 PM,74,115,76
Apr 12, 2018,9:23:27 PM,59,115,76
Apr 12, 2018,9:23:28 PM,52,115,76
Apr 12, 2018,9:23:28 PM,50,115,75
Apr 12, 2018,9:23:28 PM,55,115,75
Apr 12, 2018,9:23:28 PM,79,115,75
Apr 12, 2018,9:23:28 PM,99,115,75
Apr 12, 2018,9:23:29 PM,102,115,76
Apr 12, 2018,9:23:29 PM,79,115,76
Apr 12, 2018,9:23:29 PM,62,115,76
Apr 12, 2018,9:23:29 PM,52,115,75
Apr 12, 2018,9:23:29 PM,54,115,75
Apr 12, 2018,9:23:30 PM,52,115,75
Apr 12, 2018,9:23:30 PM,54,115,75
Apr 12, 2018,9:23:30 PM,65,115,75
Apr 12, 2018,9:23:30 PM,55,115,75
Apr 12, 2018,9:23:30 PM,48,115,75
Apr 12, 2018,9:23:31 PM,50,115,75
Apr 12, 2018,9:23:31 PM,52,115,74
Apr 12, 2018,9:23:31 PM,51,115,74
Apr 12, 2018,9:23:31 PM,49,115,74
Apr 12, 2018,9:23:31 PM,48,115,74
Apr 12, 2018,9:23:32 PM,50,115,74
Apr 12, 2018,9:23:32 PM,60,115,74
Apr 12, 2018,9:23:32 PM,66,115,74
Apr 12, 2018,9:23:32 PM,74,115,74
Apr 12, 2018,9:23:32 PM,79,115,74
Apr 12, 2018,9:23:33 PM,84,115,74
Apr 12, 2018,9:23:33 PM,66,115,74
Apr 12, 2018,9:23:33 PM,74,115,74
Apr 12, 2018,9:23:33 PM,108,115,74
Apr 12, 2018,9:23:33 PM,99,115,74
Apr 12, 2018,9:23:34 PM,75,115,74
Apr 12, 2018,9:23:34 PM,59,115,74
Apr 12, 2018,9:23:34 PM,54,115,74
Apr 12, 2018,9:23:34 PM,54,115,74
Apr 12, 2018,9:23:34 PM,53,115,74
Apr 12, 2018,9:23:35 PM,52,115,74
Apr 12, 2018,9:23:35 PM,59,115,73
Apr 12, 2018,9:23:35 PM,62,115,73
Apr 12, 2018,9:23:35 PM,62,115,73
Apr 12, 2018,9:23:35 PM,59,115,73
Apr 12, 2018,9:23:36 PM,54,115,73
Apr 12, 2018,9:23:36 PM,65,115,73
Apr 12, 2018,9:23:36 PM,99,115,73
Apr 12, 2018,9:23:36 PM,105,115,73
Apr 12, 2018,9:23:36 PM,108,115,74
Apr 12, 2018,9:23:37 PM,111,115,74
Apr 12, 2018,9:23:37 PM,108,115,74
Apr 12, 2018,9:23:37 PM,96,115,74
Apr 12, 2018,9:23:37 PM,99,115,74
Apr 12, 2018,9:23:37 PM,70,115,74
Apr 12, 2018,9:23:38 PM,56,115,74
Apr 12, 2018,9:23:38 PM,54,115,74
Apr 12, 2018,9:23:38 PM,60,115,74
Apr 12, 2018,9:23:38 PM,83,115,74
Apr 12, 2018,9:23:38 PM,96,115,74
Apr 12, 2018,9:23:39 PM,96,115,74
Apr 12, 2018,9:23:39 PM,90,115,74
Apr 12, 2018,9:23:39 PM,88,115,74
Apr 12, 2018,9:23:39 PM,88,115,74
Apr 12, 2018,9:23:39 PM,86,115,74
Apr 12, 2018,9:23:40 PM,71,115,74
Apr 12, 2018,9:23:40 PM,62,115,74
Apr 12, 2018,9:23:40 PM,54,115,74
Apr 12, 2018,9:23:40 PM,54,115,74
Apr 12, 2018,9:23:40 PM,52,115,74
