time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
0.006626,-0.079671,-0.557211,-0.227181
0.026676,0.226346,-0.448750,-0.336916
0.036686,0.131092,-0.243730,-0.265708
0.056736,-0.199858,0.255405,-0.123257
0.076786,-0.127639,0.516521,-0.059866
0.086827,-0.091226,0.571860,-0.043480
0.106883,0.051402,0.507361,-0.051937
0.126933,0.120406,0.405668,-0.028207
0.136942,0.122942,0.134140,0.005247
0.156993,-0.022533,-0.080239,0.045491
0.177043,-0.204887,-0.123488,0.056533
0.187083,-0.278329,-0.091242,0.062892
0.207133,-0.315237,0.048743,0.070930
0.227183,-0.214594,0.224706,0.054949
0.237193,-0.098177,0.324810,0.035448
0.257243,0.042842,0.445019,0.038543
0.277293,-0.109761,0.334100,0.111303
0.287333,-0.205924,0.225301,0.148978
0.307383,-0.247850,0.071457,0.189795
0.327433,-0.130573,0.125890,0.116670
0.337473,-0.072900,0.209345,0.044586
0.357524,-0.021424,0.375138,-0.045286
0.377574,0.032041,0.409958,0.007369
0.387583,0.044781,0.371294,0.044609
0.407633,0.041338,0.248205,0.104905
0.427683,-0.037753,0.152216,0.132006
0.437724,-0.090102,0.114001,0.118862
0.457774,-0.111639,0.051214,0.086459
0.477824,0.017357,0.065766,0.082612
0.487834,0.102751,0.122171,0.066023
0.507884,0.217142,0.260727,0.046699
0.517924,0.230043,0.300189,0.049057
0.537974,0.164978,0.247778,0.110586
0.558024,0.036765,0.100546,0.167219
0.568034,0.013138,0.038713,0.160451
0.588084,-0.010558,-0.015362,0.093901
0.608134,-0.040478,-0.026870,0.063854
0.618174,-0.053244,-0.022592,0.071316
0.638224,-0.103108,0.032860,0.122715
0.658274,-0.102803,0.106223,0.191429
0.668284,-0.110155,0.138219,0.205446
0.688334,-0.102670,0.166123,0.171416
0.708384,-0.119930,0.126979,0.104954
0.718424,-0.141393,0.090890,0.072678
0.738474,-0.203525,-0.001626,0.031476
0.758524,-0.264508,-0.070713,0.003207
0.768565,-0.256063,-0.095257,-0.006499
0.788615,-0.137800,-0.123519,0.017194
0.808665,0.010528,-0.093339,0.082908
0.818675,0.079900,-0.068015,0.100311
0.838725,0.165220,-0.029689,0.067614
0.858775,0.187518,-0.027343,0.007866
0.868815,0.175725,-0.036780,-0.021053
0.888865,0.146800,-0.067454,-0.064006
0.908915,0.132843,-0.109098,-0.055696
