time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
0.013134,-0.005399,-0.026691,0.001995
0.013134,-0.005399,-0.026691,0.001995
0.023144,-0.010730,-0.026669,0.000912
0.033184,-0.008594,-0.024535,-0.000140
0.043194,-0.001142,-0.027763,-0.000134
0.053234,-0.008595,-0.026686,0.003055
0.063244,-0.002235,-0.035214,-0.004446
0.073284,-0.007513,-0.020277,0.002020
0.083324,-0.009661,-0.024526,-0.001211
0.093334,0.000994,-0.026707,0.000945
0.103374,-0.011784,-0.022393,0.000930
0.113384,-0.001136,-0.027783,0.004138
0.123424,-0.009648,-0.021338,0.002009
0.133434,0.002076,-0.020298,-0.000090
0.143474,-0.006456,-0.023484,0.002007
0.153484,-0.009655,-0.024546,0.003062
0.163525,-0.008584,-0.023487,0.004138
0.173534,-0.007516,-0.020266,-0.000117
0.193584,-0.006453,-0.022416,0.002013
0.193584,-0.006453,-0.022416,0.002013
0.203625,-0.003258,-0.024572,0.004148
0.213634,-0.007520,-0.023485,0.003073
0.223675,-0.002192,-0.021347,-0.001175
0.233684,-0.006449,-0.021353,0.003086
0.243725,-0.012848,-0.022395,0.001995
0.253765,0.002074,-0.023522,0.004167
0.263775,-0.014978,-0.021315,0.000926
0.273815,-0.001123,-0.021360,0.000964
0.283825,-0.004325,-0.022413,-0.000118
0.293865,-0.009655,-0.024546,0.003062
0.303875,-0.004318,-0.022433,0.004155
0.313915,-0.006446,-0.019207,0.000960
0.323925,-0.005390,-0.023487,0.002010
0.333965,-0.005392,-0.023482,0.000942
0.343975,-0.004327,-0.025637,0.004140
0.354015,-0.011781,-0.021326,0.000935
0.364025,-0.002190,-0.021352,-0.000107
0.374065,-0.005392,-0.023482,0.000942
0.384075,-0.009649,-0.022411,0.003072
0.394115,-0.003260,-0.025645,0.005211
0.404125,-0.011776,-0.020263,0.002008
0.414165,-0.000054,-0.020296,0.000972
0.424206,-0.005393,-0.023477,-0.000126
0.434215,-0.009649,-0.022411,0.003072
0.444256,-0.001125,-0.024584,0.005222
0.454266,-0.010715,-0.021329,0.000938
0.464306,-0.004322,-0.022423,0.002018
0.474316,-0.007516,-0.021344,0.002015
0.484356,-0.003261,-0.025640,0.004143
0.494366,-0.008586,-0.022404,0.000938
0.504406,-0.000060,-0.022432,0.000962
0.514416,-0.005389,-0.023492,0.003079
0.524456,-0.012852,-0.024536,0.003053
0.534466,-0.001127,-0.024579,0.004153
0.544506,-0.010710,-0.020266,0.002011
0.554516,-0.002190,-0.022430,0.002024
0.564556,-0.002180,-0.018153,0.000976
0.574566,-0.009655,-0.024546,0.003062
0.584606,-0.005388,-0.024570,0.005210
0.594646,-0.007512,-0.018125,-0.001175
0.604656,-0.003253,-0.021358,0.002026
0.614696,-0.007519,-0.022412,0.002010
0.624706,-0.003263,-0.025635,0.003074
0.634746,-0.011776,-0.021341,0.004139
0.644756,0.001001,-0.023498,-0.000108
0.654797,-0.006454,-0.023489,0.003076
0.664806,-0.009649,-0.022411,0.003072
0.674847,0.001008,-0.023518,0.004164
0.684856,-0.014985,-0.024524,0.001979
0.694897,-0.001127,-0.022423,-0.000109
0.704906,-0.005387,-0.022419,0.002015
0.714947,-0.007526,-0.026699,0.005194
0.724956,-0.003261,-0.025640,0.004143
0.734997,-0.010719,-0.022392,-0.000136
0.745006,-0.004320,-0.022428,0.003087
0.755047,-0.009652,-0.022400,0.000936
0.765087,-0.005396,-0.026701,0.004132
0.775097,-0.005384,-0.022429,0.004152
0.785137,-0.003253,-0.020280,-0.000105
0.785137,-0.003253,-0.020280,-0.000105
0.805187,-0.006449,-0.020275,0.000954
0.815197,0.001002,-0.025654,0.004154
0.825237,-0.022436,-0.020223,0.000911
0.835247,0.006335,-0.021374,-0.001152
0.845287,-0.002193,-0.023498,0.002019
0.855297,-0.013915,-0.023465,0.003055
0.865337,-0.002191,-0.024581,0.005219
0.875347,-0.014975,-0.020247,0.000931
0.885387,-0.008582,-0.021341,0.002012
0.895397,-0.004323,-0.022418,0.000950
0.905437,-0.008593,-0.026691,0.004123
0.915447,-0.011784,-0.022393,0.000930
0.925487,-0.000051,-0.019228,0.000977
0.935528,-0.004324,-0.024569,0.004145
0.945537,-0.009659,-0.025609,0.001989
0.955578,-0.002189,-0.024586,0.006287
0.965588,-0.007521,-0.022407,0.000941
0.975628,-0.001121,-0.020287,-0.000099
0.985638,-0.006452,-0.022421,0.003081
0.995678,-0.005394,-0.025628,0.003068
1.005688,-0.004323,-0.024574,0.005213
1.015754,-0.011784,-0.022393,0.000930
1.025764,-0.005384,-0.021351,0.002021
1.035804,-0.006456,-0.023484,0.002007
1.045814,-0.007523,-0.024553,0.003068
1.055854,-0.003260,-0.024567,0.003079
1.065864,-0.005380,-0.019210,0.000962
1.075904,-0.001133,-0.025637,0.002012
1.085914,-0.008589,-0.023472,0.000933
1.095954,-0.003254,-0.022431,0.003090
1.105994,-0.016035,-0.019186,0.003070
1.116004,-0.005380,-0.020288,0.003094
1.126044,-0.007517,-0.022417,0.003078
1.136054,-0.006452,-0.021343,0.000949
1.146094,-0.004323,-0.023496,0.003082
1.156104,-0.012835,-0.017050,0.000952
1.166145,-0.004310,-0.018151,0.002039
1.176154,-0.008582,-0.021341,0.002012
1.186195,-0.004311,-0.019224,0.003102
1.196204,-0.006444,-0.021368,0.006290
1.206245,-0.013908,-0.020256,0.002002
1.216254,-0.014972,-0.020257,0.003067
1.226295,-0.007525,-0.023470,-0.000132
1.236304,-0.010719,-0.023470,0.001996
1.246345,-0.005387,-0.022419,0.002015
1.256354,-0.005383,-0.021356,0.003089
1.266395,-0.008586,-0.022404,0.000938
1.276435,-0.004331,-0.024548,-0.000128
1.286445,-0.002188,-0.023513,0.005224
1.306495,-0.006453,-0.022416,0.002013
1.316535,-0.004336,-0.026684,-0.000138
1.326545,-0.013916,-0.024538,0.004118
1.336585,0.004212,-0.020320,0.003120
1.346595,-0.010712,-0.021339,0.003074
1.356635,-0.009653,-0.023473,0.001999
1.366645,-0.001127,-0.023501,0.002022
1.376685,-0.004324,-0.024569,0.004145
1.386695,-0.005384,-0.021351,0.002021
1.396735,-0.004321,-0.023501,0.004150
1.406745,-0.007522,-0.023480,0.002005
1.416785,-0.013921,-0.024522,0.000914
1.426795,-0.003251,-0.022441,0.005226
1.436835,-0.007521,-0.022407,0.000941
1.446876,-0.003262,-0.024562,0.002011
1.456886,-0.004326,-0.024564,0.003076
1.466926,-0.004327,-0.024559,0.002008
1.476936,-0.007516,-0.022422,0.004146
1.486976,-0.008586,-0.022404,0.000938
1.496986,-0.004324,-0.024569,0.004145
1.507026,-0.008586,-0.022404,0.000938
1.517036,0.001005,-0.023508,0.002028
1.527076,-0.012851,-0.023463,0.001990
1.537086,-0.006458,-0.023479,0.000939
1.547126,-0.006453,-0.022416,0.002013
1.557136,-0.005392,-0.023482,0.000942
1.567176,-0.004314,-0.020292,0.003097
1.577186,-0.006456,-0.023484,0.002007
1.587226,-0.008591,-0.024545,0.001997
1.597236,-0.007522,-0.023480,0.002005
1.607276,-0.005395,-0.024550,0.000937
1.617316,-0.004320,-0.022428,0.003087
1.627326,-0.003262,-0.024562,0.002011
1.637366,-0.006461,-0.024547,0.000934
1.647376,-0.006459,-0.024552,0.002002
1.657417,-0.004323,-0.023496,0.003082
1.667426,-0.009648,-0.021338,0.002009
1.677467,-0.006456,-0.023484,0.002007
1.687476,-0.002193,-0.023498,0.002019
1.697517,-0.005393,-0.024555,0.002005
1.707526,-0.003263,-0.025635,0.003074
1.717567,-0.008583,-0.021336,0.000944
1.727576,-0.006456,-0.023484,0.002007
1.737617,-0.009650,-0.022405,0.002004
1.747626,-0.000064,-0.025651,0.004151
1.757667,-0.009648,-0.021338,0.002009
1.767677,-0.003248,-0.020295,0.003100
1.777717,-0.005392,-0.024560,0.003074
1.787757,-0.009656,-0.024541,0.001994
1.797767,-0.004318,-0.022433,0.004155
1.807807,-0.010710,-0.021344,0.004142
1.817817,-0.009653,-0.023473,0.001999
1.827857,-0.002190,-0.022430,0.002024
1.837867,-0.009653,-0.024551,0.004130
1.847907,-0.002194,-0.024571,0.003082
1.857917,-0.009653,-0.023473,0.001999
1.867957,-0.004330,-0.025627,0.002003
