time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
0.010202,-0.010709,-0.020271,0.003079
0.010202,-0.010709,-0.020271,0.003079
0.020212,-0.006458,-0.023479,0.000939
0.030252,-0.004332,-0.026700,0.003066
0.040262,-0.002187,-0.021362,0.002029
0.050302,-0.005396,-0.026701,0.004132
0.060312,-0.005390,-0.024565,0.004142
0.070352,-0.005392,-0.023482,0.000942
0.080362,-0.009649,-0.021332,0.000941
0.090403,-0.009649,-0.022411,0.003072
0.100443,-0.005394,-0.025628,0.003068
0.110453,-0.007519,-0.022412,0.002010
0.120493,-0.006452,-0.021343,0.000949
0.130503,-0.002185,-0.021367,0.003098
0.140543,-0.010722,-0.023460,-0.000141
0.150553,-0.007522,-0.024558,0.004136
0.160593,-0.007519,-0.022412,0.002010
0.170603,-0.005390,-0.023487,0.002010
0.180643,-0.007514,-0.021349,0.003083
0.190653,-0.005390,-0.024565,0.004142
0.200693,-0.006449,-0.021353,0.003086
0.210733,-0.004325,-0.022413,-0.000118
0.220743,-0.007517,-0.022417,0.003078
0.230783,-0.007509,-0.019214,0.003093
0.240793,-0.010731,-0.027742,0.001976
0.250833,-0.009642,-0.019202,0.002019
0.260873,-0.010712,-0.019183,-0.001189
0.270913,-0.008574,-0.019210,0.003090
0.280923,-0.008574,-0.019210,0.003090
0.290964,0.001002,-0.024576,0.002023
0.300973,-0.016034,-0.018113,0.002006
0.311014,-0.016015,-0.010632,0.000974
0.321054,0.001004,-0.022430,-0.000103
0.331064,-0.007517,-0.022417,0.003078
0.341104,0.003138,-0.023520,0.003102
0.351114,-0.004326,-0.023486,0.000945
0.361154,-0.018156,-0.014902,0.002016
0.371164,-0.007513,-0.020277,0.002020
0.381204,0.002066,-0.025652,0.003089
0.391214,-0.003250,-0.020290,0.002031
0.401254,-0.007510,-0.020287,0.004156
0.411264,-0.002196,-0.023487,-0.000117
0.421304,-0.006460,-0.025625,0.003066
0.431344,-0.007519,-0.022412,0.002010
0.441354,-0.004323,-0.023496,0.003082
0.451394,-0.006449,-0.021353,0.003086
0.461404,-0.007523,-0.023475,0.000936
0.471444,-0.006452,-0.022421,0.003081
0.481454,-0.007516,-0.022422,0.004146
0.491495,-0.005384,-0.022429,0.004152
0.501504,-0.008579,-0.020273,0.002017
0.511545,-0.002196,-0.025644,0.004145
0.521554,-0.008585,-0.022409,0.002007
0.531595,-0.007510,-0.020287,0.004156
0.541635,-0.006441,-0.019222,0.004164
0.551645,-0.003263,-0.024557,0.000943
0.561685,-0.009648,-0.021338,0.002009
0.571695,-0.006450,-0.022426,0.004149
0.581735,-0.007513,-0.021355,0.004151
0.591745,-0.006444,-0.019212,0.002028
0.601785,-0.006456,-0.023484,0.002007
0.611795,-0.008583,-0.022414,0.003075
0.621835,-0.006443,-0.019217,0.003096
0.631845,-0.005386,-0.022424,0.003084
0.641885,-0.003259,-0.023494,0.002016
0.651925,-0.007522,-0.023480,0.002005
0.661935,-0.005393,-0.024555,0.002005
0.671975,-0.007516,-0.021344,0.002015
0.681985,-0.007516,-0.021344,0.002015
0.692026,-0.004326,-0.023486,0.000945
0.702035,-0.006455,-0.022411,0.000944
0.712076,-0.004323,-0.023496,0.003082
0.722085,-0.007523,-0.024553,0.003068
0.732126,-0.007516,-0.021344,0.002015
0.742135,-0.004329,-0.024554,0.000940
0.752176,-0.007521,-0.022407,0.000941
0.762216,-0.008583,-0.022414,0.003075
0.772226,-0.006454,-0.023489,0.003076
0.782266,-0.007513,-0.021355,0.004151
