time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
0.007486,-0.321278,-0.171967,-0.000633
0.007486,-0.321278,-0.171967,-0.000633
0.017496,-0.376915,-0.241122,-0.018206
0.027536,-0.099207,-0.427986,0.011588
0.037546,0.121786,-0.690430,0.028049
0.047586,0.049657,-0.959371,0.038327
0.057596,-0.164196,-1.213934,0.040805
0.067636,-0.240443,-1.430538,0.052388
0.077677,-0.050015,-1.579782,0.090664
0.087686,2.301884,-0.471939,-0.015098
0.097727,-0.187864,-0.435696,-0.104061
0.117777,-1.401151,0.567688,-0.071689
0.117777,-1.401151,0.567688,-0.071689
0.127786,-0.703615,0.723254,-0.022024
0.137828,0.206997,0.483194,-0.016370
0.147836,0.207960,-0.360732,0.033051
0.157877,0.533907,-0.478616,0.122056
0.167886,0.364513,-0.396412,0.018360
0.177927,-0.469972,-0.376574,0.007602
0.197977,-0.337621,0.095141,-0.014370
0.197977,-0.337621,0.095141,-0.014370
0.207988,-0.233345,0.028560,-0.007987
0.218027,0.072370,-0.042993,0.008542
0.228037,0.170161,-0.139430,0.009425
0.238077,0.146781,-0.115870,0.011608
0.248087,0.008482,-0.019276,0.005273
0.258127,-0.139481,0.049568,0.001985
0.268137,-0.128824,0.051690,-0.002248
0.278178,-0.021339,-0.009552,0.002032
0.288187,0.069078,-0.075000,0.004109
0.298227,0.102107,-0.082613,0.010574
0.308237,0.041435,-0.049270,0.002018
0.318277,-0.054336,0.005501,0.003080
0.328287,-0.103305,0.029175,-0.001216
0.338327,-0.056486,0.002335,-0.003350
0.348368,0.037183,-0.046062,0.004158
0.358377,0.074439,-0.066499,0.009505
0.368418,0.039312,-0.047137,0.004159
0.378427,-0.040515,-0.006286,0.001995
0.388468,-0.068177,0.011964,0.000936
0.398477,-0.032002,-0.009502,-0.001202
0.408518,0.024417,-0.037477,0.004163
0.418528,0.035053,-0.046060,0.005220
0.428568,0.006310,-0.033147,0.004133
0.448618,-0.023479,-0.012749,0.002011
0.448618,-0.023479,-0.012749,0.002011
0.458627,-0.008573,-0.019215,0.004158
0.468668,-0.006466,-0.027761,0.003055
0.478678,-0.000073,-0.027776,0.002005
0.488719,0.007389,-0.027806,0.003094
0.498728,0.000991,-0.027775,0.000940
0.508768,-0.012838,-0.019196,0.003078
0.518778,-0.029885,-0.015927,0.000910
0.528818,-0.008587,-0.024555,0.004133
0.538828,0.018043,-0.029981,0.004181
0.548868,0.012709,-0.031027,0.003093
0.558878,-0.014971,-0.019184,0.002004
0.568918,-0.029874,-0.012728,0.001994
0.578928,-0.009649,-0.022411,0.003072
0.588977,0.010569,-0.034223,0.003072
