time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
0.000777,-0.006452,-0.020265,-0.001182
0.010787,-0.005381,-0.022440,0.006288
0.020827,-0.005389,-0.023492,0.003079
0.030837,-0.007516,-0.021344,0.002015
0.040877,-0.006447,-0.015973,-0.005434
0.050887,-0.004342,-0.022357,-0.011868
0.060927,-0.009655,-0.024546,0.003062
0.070968,-0.006453,-0.021338,-0.000119
0.080977,-0.010721,-0.021309,-0.003335
0.091018,-0.004336,-0.020221,-0.011858
0.101028,-0.010703,-0.018135,0.003089
0.111068,-0.004329,-0.025632,0.003071
0.121078,-0.007518,-0.021339,0.000946
0.131118,-0.010714,-0.018100,-0.004388
0.141158,-0.008582,-0.019185,-0.002251
0.151168,-0.006451,-0.023499,0.005212
0.161208,-0.005384,-0.021351,0.002021
0.171218,-0.003254,-0.021353,0.000958
0.181258,-0.008585,-0.020253,-0.002256
0.191268,-0.005379,-0.019216,0.002031
0.201308,-0.008590,-0.025623,0.004128
0.211318,-0.010723,-0.025611,0.003054
0.221358,-0.007501,-0.016005,0.002040
0.231399,-0.008585,-0.021331,-0.000125
0.241408,-0.008580,-0.022424,0.005211
0.251449,-0.010715,-0.021329,0.000938
0.261458,-0.010715,-0.021329,0.000938
0.271499,-0.006449,-0.020275,0.000954
0.281509,-0.005384,-0.022429,0.004152
0.291549,-0.007523,-0.025631,0.005199
0.301589,-0.005384,-0.021351,0.002021
0.311599,-0.007515,-0.020271,0.000952
0.321639,-0.008591,-0.022389,-0.002266
0.331649,-0.008579,-0.021351,0.004148
0.341689,-0.009661,-0.025604,0.000920
0.351699,-0.009642,-0.019202,0.002019
0.361739,-0.006441,-0.018144,0.002033
0.371779,-0.005393,-0.023477,-0.000126
0.381789,-0.010715,-0.022407,0.003069
0.391830,-0.006449,-0.020275,0.000954
0.401839,-0.009649,-0.021332,0.000941
0.411880,-0.007510,-0.018131,-0.000107
0.421889,-0.006454,-0.023489,0.003076
0.431930,-0.006453,-0.022416,0.002013
0.441970,-0.008579,-0.020273,0.002017
0.451980,-0.010712,-0.020261,0.000943
0.462020,-0.009646,-0.020265,0.000946
0.472030,-0.005393,-0.024555,0.002005
0.492080,-0.008578,-0.019200,0.000954
0.492080,-0.008578,-0.019200,0.000954
0.502120,-0.006443,-0.018139,0.000965
0.512130,-0.009648,-0.021338,0.002009
0.522170,-0.007511,-0.020282,0.003088
0.532210,-0.006449,-0.021353,0.003086
0.542220,-0.006447,-0.020280,0.002023
0.552260,-0.007500,-0.014932,0.000977
0.562270,-0.007524,-0.025626,0.004131
0.572311,-0.006447,-0.020280,0.002023
0.582320,-0.010696,-0.014926,0.002036
0.602401,-0.004318,-0.022433,0.004155
0.612411,-0.009642,-0.019202,0.002019
0.622451,-0.007504,-0.017073,0.002035
0.632461,-0.007515,-0.020271,0.000952
0.642501,-0.007512,-0.019204,0.000957
0.652511,-0.005384,-0.022429,0.004152
0.662551,-0.007518,-0.021339,0.000946
0.672591,-0.007503,-0.017078,0.003103
0.682601,-0.006442,-0.017066,-0.000099
0.692641,-0.006449,-0.020275,0.000954
0.702651,-0.005390,-0.023487,0.002010
0.712691,-0.006447,-0.020280,0.002023
0.722701,-0.009646,-0.020265,0.000946
0.732741,-0.007515,-0.019193,-0.001180
0.742796,-0.005381,-0.021361,0.004157
0.752805,-0.007521,-0.022407,0.000941
0.762846,-0.006436,-0.016008,0.002043
0.772856,-0.006452,-0.020265,-0.001182
0.782896,-0.005388,-0.021341,-0.000116
0.792906,-0.010710,-0.021344,0.004142
0.802946,-0.006456,-0.022406,-0.000124
0.812956,-0.007509,-0.019214,0.003093
0.822996,-0.006450,-0.020270,-0.000114
0.833036,-0.006452,-0.022421,0.003081
0.843046,-0.007519,-0.022412,0.002010
0.853086,-0.006447,-0.020280,0.002023
0.863096,-0.009648,-0.021338,0.002009
0.873136,-0.003250,-0.019212,-0.000100
0.883146,-0.007519,-0.023490,0.004141
0.893186,-0.008585,-0.021331,-0.000125
0.903227,-0.006438,-0.018154,0.004169
0.913236,-0.005395,-0.023472,-0.001194
0.923277,-0.009650,-0.022405,0.002004
0.933286,-0.009651,-0.021327,-0.000128
0.943327,-0.005390,-0.023487,0.002010
0.953336,-0.008583,-0.021336,0.000944
0.963377,-0.005383,-0.019200,-0.001174
0.973417,-0.006461,-0.024547,0.000934
0.983427,-0.006458,-0.023479,0.000939
0.993467,-0.009642,-0.019202,0.002019
1.003477,-0.011773,-0.019195,0.002013
1.013517,-0.008597,-0.025603,-0.000145
1.023527,-0.005380,-0.020288,0.003094
1.033567,-0.006455,-0.022411,0.000944
1.043577,-0.005383,-0.021356,0.003089
1.053617,-0.009654,-0.022395,-0.000133
1.063658,-0.006449,-0.021353,0.003086
1.073667,-0.006455,-0.022411,0.000944
1.083708,-0.006441,-0.018144,0.002033
1.093717,-0.008582,-0.021341,0.002012
1.103758,-0.008584,-0.020258,-0.001188
1.113767,-0.009652,-0.023478,0.003067
1.123808,-0.007515,-0.020271,0.000952
1.133848,-0.008577,-0.020278,0.003085
1.133848,-0.008577,-0.020278,0.003085
1.153898,-0.004317,-0.021360,0.003092
1.163908,-0.009650,-0.022405,0.002004
1.173948,-0.008572,-0.017064,0.000964
1.183958,-0.007518,-0.021339,0.000946
1.193998,-0.008578,-0.018122,-0.001178
1.204038,-0.008588,-0.023477,0.002002
1.214048,-0.004322,-0.022423,0.002018
1.224088,-0.004311,-0.018146,0.000970
1.234098,-0.007516,-0.021344,0.002015
1.244138,-0.007516,-0.020266,-0.000117
1.254148,-0.009656,-0.024541,0.001994
1.264189,-0.005386,-0.021346,0.000952
1.274229,-0.006450,-0.021348,0.002018
1.284239,-0.006446,-0.018129,-0.001172
1.294279,-0.005401,-0.026686,0.000927
1.304289,-0.005385,-0.020273,-0.000111
1.314329,-0.008591,-0.023467,-0.000135
1.324339,-0.006452,-0.021343,0.000949
1.334379,-0.009654,-0.022395,-0.000133
1.334379,-0.009654,-0.022395,-0.000133
1.354429,-0.007515,-0.020271,0.000952
1.364469,-0.007512,-0.019204,0.000957
1.374479,-0.006450,-0.020270,-0.000114
1.384519,-0.010724,-0.023455,-0.001209
1.394529,-0.005383,-0.020278,0.000957
1.404569,-0.004317,-0.020282,0.000960
1.414579,-0.001132,-0.024564,0.000949
1.424619,-0.006440,-0.017071,0.000970
1.434660,-0.004322,-0.022423,0.002018
1.444669,-0.004319,-0.021355,0.002023
1.454710,-0.003247,-0.019222,0.002037
1.464720,-0.007515,-0.020271,0.000952
1.474760,-0.007518,-0.021339,0.000946
1.484770,-0.007514,-0.021349,0.003083
1.494810,-0.006441,-0.018144,0.002033
1.504850,-0.009642,-0.019202,0.002019
1.514860,-0.007530,-0.024533,-0.001205
1.524900,-0.006453,-0.022416,0.002013
1.534910,-0.008579,-0.020273,0.002017
1.544950,-0.005376,-0.018148,0.002036
1.554960,-0.004322,-0.021345,-0.000113
1.565000,-0.003254,-0.021353,0.000958
1.575041,-0.006455,-0.022411,0.000944
1.585050,-0.004320,-0.021350,0.000955
1.595091,-0.008580,-0.021346,0.003080
1.605100,-0.005392,-0.022404,-0.001189
1.615141,-0.005383,-0.020278,0.000957
1.625150,-0.005383,-0.020278,0.000957
1.635191,-0.003251,-0.020285,0.000963
1.645200,-0.006452,-0.021343,0.000949
1.655241,-0.004325,-0.021335,-0.002249
1.665281,-0.006455,-0.022411,0.000944
1.675291,-0.007515,-0.019193,-0.001180
1.685331,-0.005373,-0.016002,-0.000091
1.695341,-0.006440,-0.015993,-0.001162
1.705381,-0.005389,-0.021336,-0.001184
1.715391,-0.005383,-0.019200,-0.001174
1.725431,-0.005376,-0.017070,-0.000096
1.735471,-0.005386,-0.020268,-0.001179
1.745493,-0.006449,-0.019197,-0.001177
1.755534,-0.001118,-0.020297,0.002037
1.765543,-0.007513,-0.019198,-0.000112
1.765543,-0.007513,-0.019198,-0.000112
1.785593,-0.007513,-0.019198,-0.000112
1.795634,-0.005385,-0.020273,-0.000111
1.805674,-0.007518,-0.020261,-0.001185
1.815684,-0.003258,-0.021343,-0.001178
1.825724,-0.007518,-0.020261,-0.001185
1.835734,-0.008584,-0.020258,-0.001188
1.845774,-0.008582,-0.021341,0.002012
1.855784,-0.011784,-0.021315,-0.001202
1.865824,-0.006451,-0.019192,-0.002245
1.875834,-0.010711,-0.019188,-0.000120
1.885874,-0.005388,-0.020263,-0.002247
1.895914,-0.011776,-0.019185,-0.000123
1.905924,-0.006452,-0.020265,-0.001182
1.915964,-0.007509,-0.018136,0.000962
1.925974,-0.009647,-0.019186,-0.001186
1.936014,-0.004323,-0.022418,0.000950
