Date,Time,Current (dB-A),Max (dB-A), Average (dB-A)
Apr 12, 2018,8:30:07 PM,40,0,40
Apr 12, 2018,8:30:07 PM,40,40,40
Apr 12, 2018,8:30:07 PM,41,41,40
Apr 12, 2018,8:30:07 PM,43,43,41
Apr 12, 2018,8:30:08 PM,43,43,41
Apr 12, 2018,8:30:08 PM,44,44,41
Apr 12, 2018,8:30:08 PM,47,47,42
Apr 12, 2018,8:30:08 PM,44,47,42
Apr 12, 2018,8:30:08 PM,42,47,42
Apr 12, 2018,8:30:09 PM,43,47,42
Apr 12, 2018,8:30:09 PM,42,47,42
Apr 12, 2018,8:30:09 PM,41,47,42
Apr 12, 2018,8:30:09 PM,41,47,42
Apr 12, 2018,8:30:09 PM,41,47,42
Apr 12, 2018,8:30:10 PM,41,47,42
Apr 12, 2018,8:30:10 PM,41,47,42
Apr 12, 2018,8:30:10 PM,41,47,42
Apr 12, 2018,8:30:10 PM,41,47,42
Apr 12, 2018,8:30:10 PM,42,47,42
Apr 12, 2018,8:30:11 PM,45,47,42
Apr 12, 2018,8:30:11 PM,45,47,42
Apr 12, 2018,8:30:11 PM,44,47,42
Apr 12, 2018,8:30:11 PM,43,47,42
Apr 12, 2018,8:30:11 PM,43,47,42
Apr 12, 2018,8:30:12 PM,42,47,42
Apr 12, 2018,8:30:12 PM,42,47,42
Apr 12, 2018,8:30:12 PM,43,47,42
Apr 12, 2018,8:30:12 PM,43,47,42
Apr 12, 2018,8:30:12 PM,43,47,42
Apr 12, 2018,8:30:13 PM,44,47,42
Apr 12, 2018,8:30:13 PM,44,47,42
Apr 12, 2018,8:30:13 PM,44,47,42
Apr 12, 2018,8:30:13 PM,44,47,42
Apr 12, 2018,8:30:13 PM,45,47,42
Apr 12, 2018,8:30:14 PM,45,47,42
Apr 12, 2018,8:30:14 PM,44,47,42
Apr 12, 2018,8:30:14 PM,44,47,42
Apr 12, 2018,8:30:14 PM,45,47,42
Apr 12, 2018,8:30:14 PM,45,47,42
Apr 12, 2018,8:30:15 PM,45,47,43
Apr 12, 2018,8:30:15 PM,45,47,43
Apr 12, 2018,8:30:15 PM,45,47,43
Apr 12, 2018,8:30:15 PM,45,47,43
Apr 12, 2018,8:30:15 PM,46,47,43
Apr 12, 2018,8:30:16 PM,47,47,43
Apr 12, 2018,8:30:16 PM,46,47,43
Apr 12, 2018,8:30:16 PM,44,47,43
Apr 12, 2018,8:30:16 PM,44,47,43
Apr 12, 2018,8:30:16 PM,43,47,43
Apr 12, 2018,8:30:17 PM,42,47,43
Apr 12, 2018,8:30:17 PM,42,47,43
Apr 12, 2018,8:30:17 PM,42,47,43
Apr 12, 2018,8:30:17 PM,42,47,43
Apr 12, 2018,8:30:17 PM,42,47,43
Apr 12, 2018,8:30:18 PM,44,47,43
Apr 12, 2018,8:30:18 PM,46,47,43
Apr 12, 2018,8:30:18 PM,44,47,43
Apr 12, 2018,8:30:18 PM,41,47,43
Apr 12, 2018,8:30:18 PM,41,47,43
Apr 12, 2018,8:30:19 PM,41,47,43
Apr 12, 2018,8:30:19 PM,40,47,43
Apr 12, 2018,8:30:19 PM,40,47,43
Apr 12, 2018,8:30:19 PM,40,47,43
Apr 12, 2018,8:30:19 PM,42,47,43
Apr 12, 2018,8:30:20 PM,43,47,43
Apr 12, 2018,8:30:20 PM,43,47,43
Apr 12, 2018,8:30:20 PM,44,47,43
Apr 12, 2018,8:30:20 PM,44,47,43
Apr 12, 2018,8:30:20 PM,44,47,43
Apr 12, 2018,8:30:21 PM,44,47,43
Apr 12, 2018,8:30:21 PM,44,47,43
Apr 12, 2018,8:30:21 PM,44,47,43
Apr 12, 2018,8:30:21 PM,45,47,43
Apr 12, 2018,8:30:21 PM,46,47,43
Apr 12, 2018,8:30:22 PM,46,47,43
Apr 12, 2018,8:30:22 PM,46,47,43
Apr 12, 2018,8:30:22 PM,46,47,43
Apr 12, 2018,8:30:22 PM,45,47,43
Apr 12, 2018,8:30:22 PM,44,47,43
Apr 12, 2018,8:30:23 PM,45,47,43
Apr 12, 2018,8:30:23 PM,45,47,43
Apr 12, 2018,8:30:23 PM,45,47,43
Apr 12, 2018,8:30:23 PM,45,47,43
Apr 12, 2018,8:30:23 PM,45,47,43
Apr 12, 2018,8:30:24 PM,45,47,43
Apr 12, 2018,8:30:24 PM,46,47,43
Apr 12, 2018,8:30:24 PM,51,51,43
Apr 12, 2018,8:30:24 PM,49,51,43
Apr 12, 2018,8:30:24 PM,47,51,43
Apr 12, 2018,8:30:25 PM,49,51,43
Apr 12, 2018,8:30:25 PM,49,51,43
Apr 12, 2018,8:30:25 PM,49,51,43
Apr 12, 2018,8:30:25 PM,48,51,43
Apr 12, 2018,8:30:25 PM,48,51,43
Apr 12, 2018,8:30:26 PM,52,52,44
Apr 12, 2018,8:30:26 PM,52,52,44
Apr 12, 2018,8:30:26 PM,48,52,44
Apr 12, 2018,8:30:26 PM,46,52,44
Apr 12, 2018,8:30:26 PM,45,52,44
Apr 12, 2018,8:30:27 PM,45,52,44
Apr 12, 2018,8:30:27 PM,46,52,44
Apr 12, 2018,8:30:27 PM,46,52,44
Apr 12, 2018,8:30:27 PM,45,52,44
Apr 12, 2018,8:30:27 PM,45,52,44
Apr 12, 2018,8:30:28 PM,45,52,44
Apr 12, 2018,8:30:28 PM,44,52,44
Apr 12, 2018,8:30:28 PM,46,52,44
Apr 12, 2018,8:30:28 PM,45,52,44
Apr 12, 2018,8:30:28 PM,44,52,44
Apr 12, 2018,8:30:29 PM,45,52,44
Apr 12, 2018,8:30:29 PM,45,52,44
Apr 12, 2018,8:30:29 PM,46,52,44
Apr 12, 2018,8:30:29 PM,46,52,44
Apr 12, 2018,8:30:29 PM,49,52,44
Apr 12, 2018,8:30:30 PM,51,52,44
Apr 12, 2018,8:30:30 PM,49,52,44
Apr 12, 2018,8:30:30 PM,52,52,44
Apr 12, 2018,8:30:30 PM,50,52,44
Apr 12, 2018,8:30:30 PM,47,52,44
Apr 12, 2018,8:30:31 PM,50,52,44
Apr 12, 2018,8:30:31 PM,48,52,44
Apr 12, 2018,8:30:31 PM,46,52,44
Apr 12, 2018,8:30:31 PM,47,52,44
Apr 12, 2018,8:30:31 PM,50,52,44
Apr 12, 2018,8:30:32 PM,52,52,44
Apr 12, 2018,8:30:32 PM,54,54,44
Apr 12, 2018,8:30:32 PM,49,54,44
Apr 12, 2018,8:30:32 PM,48,54,44
Apr 12, 2018,8:30:32 PM,47,54,44
Apr 12, 2018,8:30:33 PM,46,54,44
Apr 12, 2018,8:30:33 PM,46,54,44
Apr 12, 2018,8:30:33 PM,45,54,44
Apr 12, 2018,8:30:33 PM,45,54,44
Apr 12, 2018,8:30:33 PM,45,54,44
Apr 12, 2018,8:30:34 PM,45,54,44
Apr 12, 2018,8:30:34 PM,45,54,44
Apr 12, 2018,8:30:34 PM,44,54,44
Apr 12, 2018,8:30:34 PM,43,54,44
Apr 12, 2018,8:30:34 PM,45,54,44
Apr 12, 2018,8:30:35 PM,45,54,44
Apr 12, 2018,8:30:35 PM,44,54,44
Apr 12, 2018,8:30:35 PM,44,54,44
Apr 12, 2018,8:30:35 PM,45,54,44
Apr 12, 2018,8:30:35 PM,45,54,44
Apr 12, 2018,8:30:36 PM,45,54,44
Apr 12, 2018,8:30:36 PM,44,54,44
Apr 12, 2018,8:30:36 PM,45,54,44
Apr 12, 2018,8:30:36 PM,45,54,44
Apr 12, 2018,8:30:36 PM,46,54,44
Apr 12, 2018,8:30:37 PM,45,54,44
Apr 12, 2018,8:30:37 PM,43,54,44
Apr 12, 2018,8:30:37 PM,42,54,44
Apr 12, 2018,8:30:37 PM,41,54,44
Apr 12, 2018,8:30:37 PM,41,54,44
Apr 12, 2018,8:30:38 PM,40,54,44
Apr 12, 2018,8:30:38 PM,42,54,44
Apr 12, 2018,8:30:38 PM,43,54,44
Apr 12, 2018,8:30:38 PM,41,54,44
Apr 12, 2018,8:30:38 PM,40,54,44
Apr 12, 2018,8:30:39 PM,40,54,44
Apr 12, 2018,8:30:39 PM,40,54,44
Apr 12, 2018,8:30:39 PM,39,54,44
Apr 12, 2018,8:30:39 PM,40,54,44
Apr 12, 2018,8:30:39 PM,40,54,44
Apr 12, 2018,8:30:40 PM,42,54,44
Apr 12, 2018,8:30:40 PM,42,54,44
Apr 12, 2018,8:30:40 PM,42,54,44
Apr 12, 2018,8:30:40 PM,43,54,44
Apr 12, 2018,8:30:40 PM,42,54,44
Apr 12, 2018,8:30:41 PM,42,54,44
Apr 12, 2018,8:30:41 PM,43,54,44
Apr 12, 2018,8:30:41 PM,42,54,44
Apr 12, 2018,8:30:41 PM,42,54,44
Apr 12, 2018,8:30:41 PM,42,54,44
Apr 12, 2018,8:30:42 PM,42,54,44
Apr 12, 2018,8:30:42 PM,42,54,44
Apr 12, 2018,8:30:42 PM,42,54,44
Apr 12, 2018,8:30:42 PM,43,54,44
Apr 12, 2018,8:30:42 PM,44,54,44
Apr 12, 2018,8:30:43 PM,44,54,44
Apr 12, 2018,8:30:43 PM,42,54,44
Apr 12, 2018,8:30:43 PM,43,54,44
Apr 12, 2018,8:30:43 PM,46,54,44
Apr 12, 2018,8:30:43 PM,45,54,44
Apr 12, 2018,8:30:44 PM,48,54,44
Apr 12, 2018,8:30:44 PM,49,54,44
Apr 12, 2018,8:30:44 PM,45,54,44
Apr 12, 2018,8:30:44 PM,45,54,44
Apr 12, 2018,8:30:44 PM,45,54,44
Apr 12, 2018,8:30:45 PM,45,54,44
Apr 12, 2018,8:30:45 PM,45,54,44
Apr 12, 2018,8:30:45 PM,44,54,44
Apr 12, 2018,8:30:45 PM,46,54,44
Apr 12, 2018,8:30:45 PM,46,54,44
Apr 12, 2018,8:30:46 PM,45,54,44
Apr 12, 2018,8:30:46 PM,46,54,44
Apr 12, 2018,8:30:46 PM,46,54,44
Apr 12, 2018,8:30:46 PM,47,54,44
Apr 12, 2018,8:30:46 PM,47,54,44
Apr 12, 2018,8:30:47 PM,47,54,44
Apr 12, 2018,8:30:47 PM,47,54,44
Apr 12, 2018,8:30:47 PM,47,54,44
Apr 12, 2018,8:30:47 PM,47,54,44
Apr 12, 2018,8:30:47 PM,46,54,44
Apr 12, 2018,8:30:48 PM,46,54,44
Apr 12, 2018,8:30:48 PM,46,54,44
Apr 12, 2018,8:30:48 PM,46,54,44
Apr 12, 2018,8:30:48 PM,46,54,44
Apr 12, 2018,8:30:48 PM,46,54,44
Apr 12, 2018,8:30:49 PM,46,54,44
Apr 12, 2018,8:30:49 PM,46,54,44
Apr 12, 2018,8:30:49 PM,46,54,44
Apr 12, 2018,8:30:49 PM,47,54,44
Apr 12, 2018,8:30:49 PM,47,54,44
Apr 12, 2018,8:30:50 PM,46,54,44
Apr 12, 2018,8:30:50 PM,47,54,44
Apr 12, 2018,8:30:50 PM,47,54,44
Apr 12, 2018,8:30:50 PM,47,54,44
Apr 12, 2018,8:30:50 PM,47,54,44
Apr 12, 2018,8:30:51 PM,47,54,44
Apr 12, 2018,8:30:51 PM,47,54,44
Apr 12, 2018,8:30:51 PM,47,54,44
Apr 12, 2018,8:30:51 PM,47,54,44
Apr 12, 2018,8:30:51 PM,47,54,44
Apr 12, 2018,8:30:52 PM,47,54,44
Apr 12, 2018,8:30:52 PM,47,54,44
Apr 12, 2018,8:30:52 PM,48,54,44
Apr 12, 2018,8:30:52 PM,48,54,44
Apr 12, 2018,8:30:52 PM,48,54,44
Apr 12, 2018,8:30:53 PM,48,54,44
Apr 12, 2018,8:30:53 PM,48,54,44
Apr 12, 2018,8:30:53 PM,47,54,44
Apr 12, 2018,8:30:53 PM,47,54,44
Apr 12, 2018,8:30:53 PM,47,54,44
Apr 12, 2018,8:30:54 PM,47,54,44
Apr 12, 2018,8:30:54 PM,47,54,44
Apr 12, 2018,8:30:54 PM,48,54,44
Apr 12, 2018,8:30:54 PM,48,54,44
Apr 12, 2018,8:30:54 PM,48,54,44
Apr 12, 2018,8:30:55 PM,48,54,44
Apr 12, 2018,8:30:55 PM,48,54,44
Apr 12, 2018,8:30:55 PM,47,54,44
Apr 12, 2018,8:30:55 PM,48,54,44
Apr 12, 2018,8:30:55 PM,49,54,44
Apr 12, 2018,8:30:56 PM,48,54,44
Apr 12, 2018,8:30:56 PM,47,54,44
Apr 12, 2018,8:30:56 PM,48,54,44
Apr 12, 2018,8:30:56 PM,48,54,45
Apr 12, 2018,8:30:56 PM,47,54,45
Apr 12, 2018,8:30:57 PM,47,54,45
Apr 12, 2018,8:30:57 PM,47,54,45
Apr 12, 2018,8:30:57 PM,47,54,45
Apr 12, 2018,8:30:57 PM,47,54,45
Apr 12, 2018,8:30:57 PM,47,54,45
Apr 12, 2018,8:30:58 PM,47,54,45
Apr 12, 2018,8:30:58 PM,46,54,45
Apr 12, 2018,8:30:58 PM,46,54,45
Apr 12, 2018,8:30:58 PM,47,54,45
Apr 12, 2018,8:30:58 PM,46,54,45
Apr 12, 2018,8:30:59 PM,48,54,45
Apr 12, 2018,8:30:59 PM,48,54,45
Apr 12, 2018,8:30:59 PM,47,54,45
Apr 12, 2018,8:30:59 PM,47,54,45
Apr 12, 2018,8:30:59 PM,46,54,45
Apr 12, 2018,8:31:00 PM,47,54,45
Apr 12, 2018,8:31:00 PM,47,54,45
Apr 12, 2018,8:31:00 PM,47,54,45
Apr 12, 2018,8:31:00 PM,46,54,45
Apr 12, 2018,8:31:00 PM,46,54,45
Apr 12, 2018,8:31:01 PM,46,54,45
Apr 12, 2018,8:31:01 PM,46,54,45
Apr 12, 2018,8:31:01 PM,45,54,45
Apr 12, 2018,8:31:01 PM,46,54,45
Apr 12, 2018,8:31:01 PM,47,54,45
Apr 12, 2018,8:31:02 PM,46,54,45
Apr 12, 2018,8:31:02 PM,46,54,45
Apr 12, 2018,8:31:02 PM,46,54,45
Apr 12, 2018,8:31:02 PM,45,54,45
Apr 12, 2018,8:31:02 PM,45,54,45
Apr 12, 2018,8:31:03 PM,47,54,45
Apr 12, 2018,8:31:03 PM,48,54,45
Apr 12, 2018,8:31:03 PM,46,54,45
Apr 12, 2018,8:31:03 PM,45,54,45
Apr 12, 2018,8:31:03 PM,44,54,45
Apr 12, 2018,8:31:04 PM,46,54,45
Apr 12, 2018,8:31:04 PM,45,54,45
Apr 12, 2018,8:31:04 PM,43,54,45
Apr 12, 2018,8:31:04 PM,47,54,45
