Date,Time,Current (dB-A),Max (dB-A), Average (dB-A)
Apr 12, 2018,8:47:30 PM,44,0,44
Apr 12, 2018,8:47:31 PM,45,45,44
Apr 12, 2018,8:47:31 PM,46,46,45
Apr 12, 2018,8:47:31 PM,49,49,46
Apr 12, 2018,8:47:31 PM,49,49,46
Apr 12, 2018,8:47:31 PM,46,49,46
Apr 12, 2018,8:47:32 PM,47,49,46
Apr 12, 2018,8:47:32 PM,50,50,46
Apr 12, 2018,8:47:32 PM,51,51,47
Apr 12, 2018,8:47:32 PM,50,51,47
Apr 12, 2018,8:47:32 PM,51,51,47
Apr 12, 2018,8:47:33 PM,50,51,48
Apr 12, 2018,8:47:33 PM,47,51,48
Apr 12, 2018,8:47:33 PM,46,51,47
Apr 12, 2018,8:47:33 PM,61,61,48
Apr 12, 2018,8:47:33 PM,78,78,50
Apr 12, 2018,8:47:34 PM,83,83,52
Apr 12, 2018,8:47:34 PM,88,88,54
Apr 12, 2018,8:47:34 PM,90,90,56
Apr 12, 2018,8:47:34 PM,96,96,58
Apr 12, 2018,8:47:34 PM,84,96,59
Apr 12, 2018,8:47:35 PM,69,96,59
Apr 12, 2018,8:47:35 PM,59,96,59
Apr 12, 2018,8:47:35 PM,57,96,59
Apr 12, 2018,8:47:35 PM,57,96,59
Apr 12, 2018,8:47:35 PM,54,96,59
Apr 12, 2018,8:47:36 PM,64,96,59
Apr 12, 2018,8:47:36 PM,92,96,60
Apr 12, 2018,8:47:36 PM,99,99,62
Apr 12, 2018,8:47:36 PM,99,99,63
Apr 12, 2018,8:47:36 PM,94,99,64
Apr 12, 2018,8:47:37 PM,96,99,65
Apr 12, 2018,8:47:37 PM,99,99,66
Apr 12, 2018,8:47:37 PM,96,99,67
Apr 12, 2018,8:47:37 PM,94,99,67
Apr 12, 2018,8:47:37 PM,75,99,68
Apr 12, 2018,8:47:38 PM,60,99,67
Apr 12, 2018,8:47:38 PM,57,99,67
Apr 12, 2018,8:47:38 PM,60,99,67
