Timestamp,X,Y,Z
0.004,9.768087,-0.9196875,0.21674927
0.025,9.768087,-0.9196875,0.21674927
0.045,9.768087,-0.9196875,0.21674927
0.066,9.431587,-0.39517823,1.0921289
0.086,9.621991,-0.58079225,0.9580078
0.107,9.621991,-0.58079225,0.9580078
0.127,9.85311,-0.60713744,0.9340576
0.148,9.741742,-0.5771997,0.80592406
0.168,9.741742,-0.5771997,0.80592406
0.188,9.8447275,-0.554447,0.76640624
0.209,9.8447275,-0.554447,0.76640624
0.229,9.792037,-0.7113208,0.86100954
0.25,9.945318,-0.7137158,0.81191164
0.27,9.945318,-0.7137158,0.81191164
0.291,9.945318,-0.7137158,0.81191164
0.311,9.945318,-0.7137158,0.81191164
0.332,9.583671,-0.77957886,1.0214758
0.352,9.995614,-0.69575316,0.8250842
0.372,9.995614,-0.69575316,0.8250842
0.393,9.9572935,-0.68018556,0.7699988
0.414,9.84832,-0.77957886,1.0106982
0.434,9.504635,-0.7927515,0.8921448
0.455,9.504635,-0.7927515,0.8921448
0.476,9.540561,-0.64545774,0.7855664
0.497,9.538165,-0.59156984,0.81789917
0.518,9.689052,-0.5867798,0.8562195
0.539,9.689052,-0.5867798,0.8562195
0.56,9.699829,-0.61073,0.89932984
0.581,10.007589,-0.6059399,0.6706055
0.601,9.447155,-0.60234743,0.857417
0.622,9.447155,-0.60234743,0.857417
0.644,9.861493,-0.5999524,0.7819739
0.664,9.861493,-0.5999524,0.7819739
0.685,9.629176,-0.67898804,0.7209009
0.706,9.629176,-0.67898804,0.7209009
0.726,9.629176,-0.67898804,0.7209009
0.747,9.722582,-0.68018556,0.9472302
0.768,9.643546,-0.7735913,0.89334226
0.788,9.643546,-0.7735913,0.89334226
0.809,9.358539,-0.8370593,0.8789722
0.829,9.485475,-0.71251833,0.86699706
0.85,9.485475,-0.71251833,0.86699706
0.87,9.485475,-0.71251833,0.86699706
0.891,9.419612,-0.7113208,0.9136999
0.911,9.684261,-0.7747888,0.7388635
0.931,9.684261,-0.7747888,0.7388635
0.952,10.381212,-0.8586145,1.6597486
0.972,9.099876,-0.9831555,1.6429834
0.993,9.099876,-0.9831555,1.6429834
1.013,10.169253,-0.81789917,0.8981323
1.034,10.169253,-0.81789917,0.8981323
1.054,9.826765,-0.7496411,-0.11735596
1.074,9.826765,-0.7496411,-0.11735596
1.095,9.596844,-1.1005114,0.4406836
1.115,9.701027,-0.88974977,-0.15687378
1.136,8.95378,-1.0765613,-0.0490979
1.156,9.675879,-0.62989014,0.28979737
1.177,9.895023,-0.78915894,0.86100954
1.197,10.261461,-0.52091676,0.3915857
1.218,9.619596,-0.66342044,0.7747888
1.238,10.005194,-0.49816406,0.798739
1.259,9.339378,-0.7197034,0.5736072
1.279,10.224339,-0.5017566,0.735271
1.299,10.224339,-0.5017566,0.735271
1.32,9.948911,-0.52450925,0.81550413
1.34,9.485475,-0.6442602,0.5221143
1.361,10.095007,-0.44906616,0.8454419
1.381,10.095007,-0.44906616,0.8454419
1.402,10.193203,-0.47421387,0.86579955
1.422,9.647139,-0.5376819,0.53049684
1.443,10.277029,-0.4646338,0.82268924
1.463,10.277029,-0.4646338,0.82268924
1.484,9.268725,-0.64665526,0.2945874
1.504,9.636361,-0.5484595,0.15567628
1.524,9.636361,-0.5484595,0.15567628
1.545,9.889035,-0.40595582,0.6382727
1.565,10.003997,-0.6251001,0.5771997
1.586,9.426797,-0.5736072,0.5221143
1.606,9.426797,-0.5736072,0.5221143
1.627,9.562116,-0.62031007,0.62989014
1.647,10.164463,-0.42751098,0.58198977
1.667,10.164463,-0.42751098,0.58198977
1.691,9.763297,-0.556842,0.6011499
1.712,9.285491,-0.76281375,0.49696654
1.732,9.560918,-0.7268884,0.48499146
1.753,9.560918,-0.7268884,0.48499146
1.778,9.560918,-0.7268884,0.48499146
1.803,10.399175,-0.8586145,0.49936157
1.823,9.874665,-0.8681946,0.92807007
1.844,9.847123,-0.613125,0.6586304
1.864,9.847123,-0.613125,0.6586304
1.885,9.101074,-0.5987549,0.613125
1.905,9.669891,-0.6394702,0.90531737
1.926,9.669891,-0.6394702,0.90531737
1.946,9.269923,-0.80233157,0.66701293
1.967,9.269923,-0.80233157,0.66701293
1.987,9.607621,-0.920885,0.5508545
2.008,9.789642,-0.6646179,0.798739
2.029,9.9081955,-0.70772827,0.7232959
2.051,9.9081955,-0.70772827,0.7232959
2.072,9.9081955,-0.70772827,0.7232959
2.093,9.557325
2.128,9.623188,-0.66342044,0.7532337
2.149,9.297466,-0.9783655,0.59276736
2.17,9.297466,-0.9783655,0.59276736
2.191,9.297466,-0.9783655,0.59276736
2.211
2.232,9.689052,-0.81789917,0.59276736
2.252,10.066267,-0.8214917,0.58079225
2.273,10.066267,-0.8214917,0.58079225
2.294,10.066267,-0.8214917,0.58079225
2.314,9.701027,-0.7580237,0.64545774
2.335,9.923763,-0.52450925,0.82747924
2.356,9.620793,-0.674198,0.68976563
2.376,9.620793,-0.674198,0.68976563
2.396,10.067465,-0.53049684,0.81670165
2.417,9.509425,-0.82747924,0.54247195
2.438,9.765692,-0.6658154,0.5484595
2.458,9.765692,-0.6658154,0.5484595
2.479,9.855505,-0.7735913,0.6322852
2.499,9.914184,-0.7544311,0.6550378
2.52,9.914184,-0.7544311,0.6550378
2.54,9.914184,-0.7544311,0.6550378
2.561,9.558523,-1.0286609,0.58198977
2.581,9.926159,-1.0274634,0.70772827
2.601,9.630374,-1.1424243,0.47301635
2.622,9.630374,-1.1424243,0.47301635
2.642,9.556128,-1.1256592,0.549657
2.663,9.872271,-0.94842774,0.671803
2.683,9.48308,-1.0693762,0.6430628
