Timestamp,X,Y,Z
0.018,0.29099488,-0.8262817,9.307046
0.039,0.29578492,-0.76161623,9.222023
0.06,0.29578492,-0.76161623,9.222023
0.08,0.29578492,-0.76161623,9.222023
0.106,0.28620484,-0.74006104,9.235195
0.127,0.5017566,-0.81310916,9.245973
0.147,0.5017566,-0.81310916,9.245973
0.2,0.37482056,-0.8705896,9.283095
0.221,0.4658313,-0.76760375,9.272318
0.241,0.45744872,-0.80233157,9.29028
0.262,0.45744872,-0.80233157,9.29028
0.283,0.45744872,-0.80233157,9.29028
0.304,0.45744872,-0.80233157,9.29028
0.325,0.31015503,-0.7711963,9.29028
0.346,0.46223876,-0.75562865,9.254355
0.367,0.46223876,-0.75562865,9.254355
0.387,0.46223876,-0.75562865,9.254355
0.408,0.46223876,-0.75562865,9.254355
0.429,0.46223876,-0.75562865,9.254355
0.45,0.3412903,-0.77838135,9.321416
0.47,0.32811767,-0.79394895,9.233997
0.491,0.4179309,-0.74604857,9.192085
0.511,0.4179309,-0.74604857,9.192085
0.532,0.4179309,-0.74604857,9.192085
0.553,0.41194335,-0.803529,9.287886
0.574,0.44667113,-0.7759863,9.280701
0.595,0.44667113,-0.7759863,9.280701
0.616,0.44667113,-0.7759863,9.280701
0.637,0.44667113,-0.7759863,9.280701
0.658,0.44667113,-0.7759863,9.280701
0.678,0.49576905,-0.79394895,9.212442
0.699,0.47301635,-0.7927515,9.196875
0.72,0.51013917,-0.7807764,9.205257
0.741,0.51013917,-0.7807764,9.205257
0.762,0.51013917,-0.7807764,9.205257
0.783,0.4514612,-0.72928345,9.2818985
0.806,0.3903882,-0.70653075,9.352551
0.827,0.3903882,-0.70653075,9.352551
0.847,0.3903882,-0.70653075,9.352551
0.869,0.3903882,-0.70653075,9.352551
0.89,0.3903882,-0.70653075,9.352551
0.911,0.3903882,-0.70653075,9.352551
0.932,0.43110353,-0.6969507,9.309441
0.953,0.5233118,-0.6885681,9.268725
0.974,0.5233118,-0.6885681,9.268725
0.995,0.5233118,-0.6885681,9.268725
1.016,0.48139894,-0.64665526,9.207653
1.037,0.39996827,-0.5891748,9.22801
1.057,0.39996827,-0.5891748,9.22801
1.078,0.39996827,-0.5891748,9.22801
1.099,0.5137317,-0.59635985,9.284293
1.12,0.4035608,-0.6885681,9.285491
1.141,0.4035608,-0.6885681,9.285491
1.162,0.4035608,-0.6885681,9.285491
1.183,0.43709105,-0.5664221,9.301059
1.204,0.48499146,-0.6813831,9.362131
1.224,0.48499146,-0.6813831,9.362131
1.245,0.48499146,-0.6813831,9.362131
1.266,0.45984375,-0.6502478,9.456735
1.287,0.44547364,-0.5987549,9.206455
1.308,0.44547364,-0.5987549,9.206455
1.329,0.44547364,-0.5987549,9.206455
1.35,0.42391846,-0.64545774,9.206455
1.371,0.42032593,-0.5640271,9.320218
1.392,0.42032593,-0.5640271,9.320218
1.413,0.42032593,-0.5640271,9.320218
1.433,0.49936157,-0.6730005,9.305848
1.454,0.43589357,-0.59276736,9.265133
1.475,0.43589357,-0.59276736,9.265133
1.496,0.45984375,-0.5556445
1.517,0.44786865,-0.5185217,9.211246
1.537,0.43709105,-0.64665526,9.231603
1.558,0.43709105,-0.64665526,9.231603
1.579,0.4179309,-0.55324954,9.22322
1.601,0.5556445,-0.5340893,9.220825
1.622,0.45744872,-0.6047424,9.305848
1.643,0.45744872,-0.6047424,9.305848
1.664,0.48738647,-0.6143225,9.25675
1.684,0.43709105,-0.47181883,9.278306
1.705,0.55803955,-0.4921765,9.1765175
1.726,0.55803955,-0.4921765,9.1765175
1.747,0.53289187,-0.5185217,9.224418
1.768,0.46223876,-0.4646338,9.217233
1.789,0.48259643,-0.40835083,9.311836
1.809,0.48259643,-0.40835083,9.311836
1.831,0.5185217,-0.43709105,9.19448
1.852,0.44427612,-0.5867798,9.2747135
1.873,0.4538562,-0.48499146,9.212442
1.894,0.4538562,-0.48499146,9.212442
1.915,0.48738647,-0.45026368,9.233997
1.936,0.552052,-0.53289187,9.2256155
1.957,0.4778064,-0.54726195,9.291478
1.978,0.4778064,-0.54726195,9.291478
1.999,0.49696654,-0.5999524,9.27591
2.02,0.42751098,-0.39877075,9.447155
2.04,0.49816406,-0.45505372,9.048384
2.061,0.49816406,-0.45505372,9.048384
2.083,0.41074586,-0.5771997,9.325008
2.103,0.37721556,-0.53528684,9.119037
2.124,0.4921765,-0.4155359,9.211246
2.144,0.4921765,-0.4155359,9.211246
2.165,0.4921765,-0.53648436,9.332193
2.185,0.45026368,-0.5676196,9.201665
2.205,0.4263135,-0.46104127,9.177715
2.226,0.4263135,-0.46104127,9.177715
2.247,0.44547364,-0.45265868,9.369316
2.269,0.49936157,-0.65743285,9.226812
2.29,0.49936157,-0.65743285,9.226812
2.311,0.49936157,-0.65743285,9.226812
2.332,0.48259643,-0.5233118,9.269923
2.353,0.5292993,-0.5939648,9.2256155
2.374,0.53049684,-0.66342044,9.347761
2.395,0.53049684,-0.66342044,9.347761
2.416,0.43828857,-0.6490503,9.352551
2.437,0.4394861,-0.46942383,9.307046
2.458,0.54247195,-0.5173242,9.285491
2.478,0.54247195,-0.5173242,9.285491
2.499,0.5173242,-0.52570677,9.29028
2.52,0.37482056,-0.47421387,9.20885
2.541,0.37482056,-0.47421387,9.20885
2.562,0.37482056,-0.47421387,9.20885
2.584,0.42391846,-0.432301,9.195678
2.605,0.43828857,-0.6286926,9.2747135
2.628,0.43828857,-0.6286926,9.2747135
2.649,0.43828857,-0.6286926,9.2747135
2.669,0.432301,-0.48738647,9.18969
2.69,0.4754114,-0.6286926,9.253158
2.711,0.4754114,-0.6286926,9.253158
2.732,0.4754114,-0.6286926,9.253158
2.753,0.44547364,-0.60354495,9.2890835
2.774,0.5065466,-0.5340893,9.304651
2.795,0.5065466,-0.5340893,9.304651
2.815,0.5065466,-0.5340893,9.304651
2.837,0.549657,-0.5604346,9.24717
2.858,0.45625123,-0.42511597,9.212442
2.878,0.45625123,-0.42511597,9.212442
2.899,0.45625123,-0.42511597,9.212442
2.92,0.44667113,-0.6011499,9.299861
2.941,0.4179309,-0.6047424,9.201665
2.962,0.4179309,-0.6047424,9.201665
2.983,0.4179309,-0.6047424,9.201665
3.003,0.42751098,-0.44547364,9.2256155
3.024,0.42272094,-0.5999524,9.2747135
3.045,0.42272094,-0.5999524,9.2747135
3.066,0.48139894,-0.5903723,9.287886
3.087,0.5652246,-0.52570677,9.267529
3.108,0.5616321,-0.55803955,9.309441
3.129,0.5616321,-0.55803955,9.309441
3.15,0.4658313
3.17
3.191,0.47421387,-0.4071533,9.16095
3.211,0.47421387,-0.4071533,9.16095
